,x,y,z,allenId,sampleNumber,parentNumber,type,file,zz,subject,id,cluster,cluster2,embedding_x,embedding_y,Unnamed: 0,Graph,somaAP,somaDV,somaML,OLF,Isocortex,HPF,CTXsp,CNU,TH,HY,MB,CB,P,MY,Other,Total Length (cm),Axon Branches,Top Projection,cortex_diff,num_branches,num_tips,mean_fragmentation,max_branch_order,num_outer_bifurcations,mean_bifurcation_angle_local,mean_bifurcation_angle_remote,total_length,max_euclidean_distance,max_path_distance,early_branch_path,mean_contraction
0,10716.2656,4378.0877,4744.4729,147,0,-1,1,/data/685221_12_5_24/Complete_annotated/N032-685221-HS.json,4744.4729,685221,N032-685221,1,1,591.9278855864076,-387.2234348849782,15.0,N032-685221-HS,10716.2656,4378.0877,4744.4729,0.1018810789225599,0.714985128736211,0.0020716215153052,0.0168950221437871,0.0247507509091769,0.0241088461344329,0.0498593884519567,0.0113127863056908,0.0,0.0096596767884935,0.0,0.0057293627334803,38.618894639680185,472.0,Isocortex,0.9304755835971468,25,13,15.96,5,5,1.22081679506435,1.181681699222235,3064.609924786726,423.9975949317875,702.2229669905946,0.5940477468855229,0.7592436712762827
0,10607.5953,4389.6852,6771.9973,867,0,-1,1,/data/685221_12_5_24/Complete_annotated/N027-685221-SP.json,4628.0027,685221,N027-685221,1,1,513.1532965544899,-351.84723640986454,35.0,N027-685221-SP,10607.5953,4389.6852,4628.0027,0.0456863191910706,0.8262248992755092,0.0280121864825135,0.0037273215521654,0.0273497338123485,0.0,0.015933745513368,0.01206150956013,0.0,0.0113873011353532,0.0,0.015499250445464,31.70453488563437,571.0,Isocortex,0.932109163806288,33,17,11.666666666666666,6,11,1.494429040635657,1.6355546216979324,3117.707908168167,475.2001906965226,579.0287272085518,0.6783592603843585,0.8410348970468216
0,10520.5787,4407.7854,4793.9164,898,0,-1,1,/data/685221_12_5_24/Complete_annotated/N045-685221-VM.json,4793.9164,685221,N045-685221,1,1,606.452140148456,-112.39824825297107,48.0,N045-685221-VM,10520.5787,4407.7854,4793.9164,0.0,0.0,0.0,0.0,0.0,0.0067950091364442,0.0,0.1188510239152245,0.3512310373631683,0.1466583704035889,0.2333264003413059,0.0845606017228287,13.651139752922484,159.0,CB,-0.33889933941605477,23,12,16.130434782608695,5,3,1.2604320071712483,0.9813682003894599,3168.282851591438,435.0165787047321,548.1842323357148,0.6629647236346273,0.8426745613403753
0,10130.3109,4011.5415,6622.864,313,0,-1,1,/data/685221_12_5_24/Complete_annotated/N009-685221-VM.json,4777.136,685221,N009-685221,2,4,-892.0371919071348,-108.29575494183102,5.0,N009-685221-VM,10130.3109,4011.5415,4777.136,0.0541571899828596,0.6167436803088865,0.0145042033990161,0.0150041431319257,0.0291797891563113,0.0374148470194707,0.0301351603581007,0.0589131259029153,0.0,0.0220863897974953,0.0395766891087844,0.0059364527263313,48.95160350426063,571.0,Isocortex,0.7884526076268749,23,12,15.826086956521738,6,5,1.3555006066844588,1.4436445116935854,3366.634839025982,484.084580015322,647.2254000703059,0.8247106278467735,0.7999121395452771
0,10500.6508,4364.1687,5071.7833,898,0,-1,1,/data/685221_12_5_24/Complete_annotated/N063-685221-HS.json,5071.7833,685221,N063-685221,2,3,-772.9656133047198,283.1168527393283,25.0,N063-685221-HS,10500.6508,4364.1687,5071.7833,0.1115086582526549,0.4553588569106146,0.2248086721655197,0.0136260042626797,0.0161197088132901,0.0495614588920237,0.0039384671739736,0.0312622158417457,0.0096327480113213,0.0358797315756277,0.0021232156123587,0.0119569160247128,54.18026021871829,1332.0,Isocortex,0.8562241790998028,51,26,12.823529411764707,8,10,1.3894110464942506,1.4384317310011543,3694.6979836498695,515.7635596529576,560.4437055283946,0.8676318435007453,0.8832172341661997
0,10671.8412,4582.6748,6750.5158,350,0,-1,1,/data/685221_12_5_24/Complete_annotated/N020-685221-BP.json,4649.4842,685221,N020-685221,2,3,-638.2669562659787,-3.8659288728095027,43.0,N020-685221-BP,10671.8412,4582.6748,4649.4842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2708194538340105,0.2574195443726569,0.1212344645713255,0.1534875420663482,0.1570581742211075,15.39869263515188,373.0,MB,-0.1609607270247707,43,22,8.232558139534884,8,12,1.5937129434082367,1.5721338883031224,2945.4587362783523,440.6355008981461,605.7389737757504,0.7542818048348724,0.8333591215555004
0,10458.3251,4439.3846,4821.2564,898,0,-1,1,/data/685221_12_5_24/Complete_annotated/N054-685221-HS.json,4821.2564,685221,N054-685221,1,1,1165.1485932219305,-457.48659216792595,28.0,N054-685221-HS,10458.3251,4439.3846,4821.2564,0.1455629838168932,0.4386886382259067,0.0257385272706997,0.012986947954657,0.038791564271921,0.0033974474843725,0.0442242825678817,0.0313777921126528,0.0,0.0705476656617793,0.0857611685595746,0.0613223948053611,26.980147660560714,279.0,Isocortex,0.5231369546782696,53,27,10.11320754716981,6,15,1.4812443996399898,1.4534445242858065,3227.9709565891294,493.3214003198928,592.5608353067544,0.5418068706331012,0.8913526561925784
0,10619.3167,4481.7075,6809.7209,771,0,-1,1,/data/685221_12_5_24/Complete_annotated/N014-685221-YV.json,4590.2791,685221,N014-685221,1,1,733.0281210192868,-356.54328013777007,12.0,N014-685221-YV,10619.3167,4481.7075,4590.2791,0.0284476448401397,0.5436602602878314,0.0097228190005101,0.0202473101764375,0.0067313498714971,0.0551177281282079,0.0169133136123766,0.1222774550041981,0.0002583378764223,0.0605466366846035,0.0689825099865736,0.033374388391349,39.94048202471187,650.0,Isocortex,0.6402143458586724,49,25,8.244897959183673,7,1,1.3880818243748159,1.3368437862010574,3779.9544378594624,1045.1068210139338,1230.0115836713178,0.33508971122751174,0.8617402347289064
0,10712.5427,4329.0438,4727.6884,147,0,-1,1,/data/685221_12_5_24/Complete_annotated/N010-685221-VM.json,4727.6884,685221,N010-685221,1,1,583.1813698073435,-466.6553129666296,8.0,N010-685221-VM,10712.5427,4329.0438,4727.6884,0.1410014369082627,0.2495128716532422,0.3343993257718905,0.0224683045092969,0.0121595988623446,0.0551222032782054,0.0321707392263964,0.0133275189431199,0.0020151745880054,0.0331542302509166,0.0372932920238092,0.0083780257126876,47.910854127166566,776.0,HPF,0.7813364511653452,37,19,10.783783783783784,7,11,1.5146136193809459,1.5908694761672209,2829.97189902239,379.7850869340317,529.8951196029586,0.7912765988297473,0.834808744059189
0,10626.9322,4434.6822,4749.9923,147,0,-1,1,/data/685221_12_5_24/Complete_annotated/N034-685221-VM.json,4749.9923,685221,N034-685221,2,4,-1154.3760705403527,-423.24199513122255,44.0,N034-685221-VM,10626.9322,4434.6822,4749.9923,0.0162226436940859,0.0,0.0652410541947529,0.0435709277830631,0.0497273784092422,0.0341214157872703,0.0007816784007584,0.0383353732488586,0.2869579532581598,0.1261895140070923,0.2002384339109099,0.0478380224607923,14.076089370355596,190.0,CB,-0.1262654988607631,19,10,16.105263157894736,5,3,1.457733991776348,1.5630101592821306,2486.0823944607937,458.7040486090135,650.6199626973023,0.715815699669631,0.8397229013589272
